idade_usuario,salario_usuario,moradia_usuario,tempo_trabalho_usuario,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_emprestimo,status_emprestimo,renda_percentual_emprestimo,status_inadimplencia,tempo_credito
26,47000,Alugada,7,Medico,A,15000,7.9,1,0.32,N,4
25,35280,Alugada,0,"Melhoria do lar",D,5000,14.96,1,0.14,N,3
23,35000,Hipotecada,6,Educacao,B,8400,12.18,0,0.24,N,3
26,120000,Hipotecada,11,Empreendimento,A,10000,5.99,0,0.08,N,4
26,53595,Hipotecada,3,Pessoal,A,6000,7.88,0,0.11,N,2
24,28590,Alugada,7,"Pagamento de Débitos",D,8000,15.65,1,0.28,Y,2
40,NULL,Alugada,4,"Pagamento de Débitos",D,NULL,6.03,1,0.71,N,8
23,42000,Alugada,0,"Pagamento de Débitos",C,5000,NULL,1,0.12,Y,2
26,124726,Hipotecada,3,Pessoal,A,15000,7.29,0,0.12,N,3
22,NULL,Propria,6,Educacao,A,4000,13.61,0,0.11,,5
27,28560,Hipotecada,7,Pessoal,A,2400,6.39,0,0.08,N,8
32,81000,Hipotecada,1,Pessoal,B,10000,10.37,0,0.12,N,10
36,34000,Hipotecada,2,Pessoal,B,5000,10.65,0,0.15,N,15
28,33400,Hipotecada,12,Pessoal,A,16700,7.66,0,0.5,N,5
30,61400,Alugada,4,Empreendimento,C,6000,15.96,0,0.1,N,9
24,33000,Alugada,2,"Pagamento de Débitos",A,13300,7.66,1,0.4,N,4
23,110000,Alugada,0,Pessoal,B,22000,NULL,0,0.2,N,3
22,47472,Hipotecada,NULL,,B,12000,16,1,0.11,N,15
29,100000,Alugada,4,Empreendimento,A,10000,9.63,0,0.1,N,9
23,33000,,3,Pessoal,D,6000,NULL,0,0.2,N,7
34,27000,Alugada,3,Medico,B,2525,12.21,0,0.09,N,10
25,94976,Hipotecada,5,"Pagamento de Débitos",B,20000,10.74,0,0.21,N,3
38,110000,Hipotecada,5,Medico,B,16000,11.99,0,0.15,N,13
28,80000,Alugada,7,Empreendimento,B,3025,9.99,0,0.04,N,8
34,103363,Hipotecada,4,Empreendimento,B,15000,NULL,0,0.15,N,5
26,21600,Hipotecada,0,"Melhoria do lar",B,1000,10.36,0,0.05,N,3
35,83234,Hipotecada,19,"Pagamento de Débitos",D,10000,18.25,1,0.12,Y,9
35,104000,Alugada,0,"Pagamento de Débitos",B,3000,11.58,0,0.03,N,6
22,64000,Hipotecada,4,Pessoal,C,14000,13.23,0,0.22,Y,3
22,110000,Hipotecada,0,Educacao,A,12000,7.14,0,0.11,N,2
26,70885,Hipotecada,10,"Pagamento de Débitos",A,1000,6.39,0,0.01,N,4
29,82438,Alugada,14,Pessoal,B,3600,10.99,1,0.04,N,9
29,68000,Alugada,7,"Melhoria do lar",A,13000,NULL,0,0.19,N,7
32,119000,Hipotecada,10,Medico,C,9000,13.47,0,0.08,N,7
27,60000,Propria,4,"Melhoria do lar",A,10500,7.49,0,0.17,N,7
24,84000,Hipotecada,8,Educacao,B,18000,9.99,0,0.21,N,2
35,75000,Hipotecada,5,Pessoal,B,5000,8.7,0,0.07,N,9
26,58900,Hipotecada,8,Pessoal,A,6400,8.63,0,0.11,N,3
40,132000,Alugada,18,"Pagamento de Débitos",C,11200,12.68,0,0.08,N,12
28,36000,Alugada,3,Medico,D,9600,14.61,1,0.27,Y,10
26,65000,Alugada,5,"Melhoria do lar",C,10000,14.27,0,0.15,N,4
24,36000,Alugada,0,"Pagamento de Débitos",B,12250,11.49,1,0.34,N,2
27,46800,Hipotecada,3,Empreendimento,C,6500,12.87,0,0.14,N,6
22,35000,Alugada,2,Medico,F,7000,18.09,1,0.2,Y,2
22,55000,Propria,NULL,Pessoal,A,1275,6.91,0,0.02,N,4
27,72000,Hipotecada,3,"Pagamento de Débitos",A,15000,5.42,0,0.21,N,5
26,45000,Hipotecada,10,Medico,B,4325,NULL,0,0.1,N,4
25,23000,Hipotecada,4,Pessoal,C,10000,NULL,1,0.43,Y,2
26,57000,Hipotecada,10,Empreendimento,B,2500,11.58,0,0.04,N,3
22,54000,Hipotecada,1,"Melhoria do lar",D,10000,14.61,1,0.19,Y,4
22,40000,Alugada,0,Empreendimento,A,8600,7.66,0,0.21,N,2
36,60000,Alugada,1,Pessoal,C,7200,NULL,0,0.12,Y,12
38,45000,Alugada,1,Medico,C,5000,12.68,0,0.11,Y,13
22,46300,Alugada,1,Educacao,A,6400,NULL,0,0.14,N,4
25,55800,Hipotecada,9,Medico,C,3500,14.17,0,0.06,Y,3
24,68004,Hipotecada,7,Educacao,A,4000,6.39,0,0.06,N,3
23,65004,Alugada,0,Empreendimento,C,3000,13.61,0,0.05,Y,3
29,70000,Alugada,3,"Melhoria do lar",C,5600,14.27,0,0.08,Y,6
25,50000,Propria,9,Empreendimento,C,12000,13.98,0,0.24,N,2
26,109200,Hipotecada,10,Pessoal,A,2300,7.9,0,0.02,N,4
31,139016,Alugada,5,Empreendimento,D,25000,15.37,1,0.18,Y,8
30,31000,Hipotecada,3,Educacao,A,13000,7.88,1,0.42,N,8
25,78500,Alugada,2,Medico,B,12000,10.99,0,0.15,N,2
44,43200,Alugada,NULL,Medico,A,6000,5.42,0,0.14,N,11
24,40000,Alugada,4,Medico,B,8000,9.63,0,0.2,N,3
27,53400,Hipotecada,8,Pessoal,B,4000,9.99,0,0.07,N,6
29,36000,Alugada,4,Educacao,A,6000,5.99,0,0.17,N,6
25,50000,Hipotecada,9,Pessoal,C,20000,15.27,0,0.4,N,4
23,34174,Hipotecada,8,Pessoal,C,9000,13.47,0,0.26,N,4
NULL,23920,Alugada,NULL,Medico,C,12000,9.91,0,0.3,N,15
26,24000,Alugada,3,Medico,A,10000,NULL,1,0.42,N,2
28,44604,Alugada,11,Pessoal,B,1500,11.12,0,0.03,N,7
21,35000,Propria,5,Empreendimento,C,NULL,11.99,0,0.06,,17
45,52000,Hipotecada,11,Educacao,A,14000,NULL,0,0.27,N,16
24,60000,Hipotecada,9,Pessoal,A,5000,7.88,0,0.08,N,4
22,42000,Alugada,6,Medico,B,15000,9.63,1,0.36,N,3
26,45000,Hipotecada,6,Empreendimento,A,5000,6.99,0,0.11,N,2
24,44000,Alugada,1,Educacao,B,4000,8.7,0,0.09,N,2
29,50000,Alugada,0,Empreendimento,B,6000,8.88,0,0.12,N,7
22,50000,Hipotecada,0,Educacao,B,20000,11.48,0,0.4,N,2
34,325550,Hipotecada,3,Medico,D,35000,16.77,1,0.09,Y,6
24,83904,Hipotecada,8,"Pagamento de Débitos",D,16000,16.07,1,0.19,Y,4
40,35000,Hipotecada,6,Empreendimento,B,5600,10.65,0,0.16,N,13
53,45000,Alugada,0,Pessoal,C,5600,13.79,0,0.12,N,28
23,66000,Alugada,0,Medico,B,9200,11.86,0,0.14,N,2
27,32760,Alugada,4,Pessoal,D,5000,15.21,0,0.15,Y,9
24,50000,Hipotecada,0,"Melhoria do lar",B,5500,NULL,0,0.11,N,3
29,22000,Propria,NULL,Pessoal,B,2400,10.75,0,0.11,N,7
27,30000,Alugada,6,Empreendimento,B,11500,10.36,1,0.38,N,7
35,26400,Propria,19,Empreendimento,A,6600,5.99,0,0.25,N,8
33,112732,Propria,5,Pessoal,B,5000,12.69,0,0.04,N,5
29,65004,Hipotecada,7,Educacao,A,5000,6.17,0,0.08,N,7
26,65000,Alugada,3,Educacao,A,7000,NULL,0,0.11,N,2
22,62500,Hipotecada,6,Pessoal,A,10000,5.99,0,0.16,N,3
31,636000,Alugada,2,"Pagamento de Débitos",B,17500,11.48,0,0.03,N,10
25,30720,Hipotecada,3,Medico,B,2000,11.12,0,0.07,N,4
27,125000,Propria,7,Pessoal,B,13200,11.14,0,0.11,N,8
21,21600,Alugada,0,Medico,B,2000,11.71,1,0.09,N,4
22,48000,Alugada,2,Educacao,B,2600,11.12,0,0.05,N,3
22,21600,Hipotecada,NULL,Pessoal,C,4000,12.99,0,0.19,N,2
31,62000,Hipotecada,9,Medico,C,2500,14.65,0,0.04,Y,6
26,84000,Hipotecada,10,Pessoal,B,4925,9.96,0,0.06,N,3
40,37440,Hipotecada,3,Pessoal,B,10000,11.14,0,0.27,N,11
24,79000,Alugada,8,"Melhoria do lar",A,21000,7.9,0,0.27,N,2
40,150000,Hipotecada,18,Medico,A,24000,6.62,0,0.16,N,14
27,37000,Propria,5,"Melhoria do lar",B,8000,10.99,0,0.22,N,10
25,50000,Alugada,1,Medico,C,6000,14.79,0,0.12,Y,3
28,39000,Alugada,0,Pessoal,A,6000,8.63,0,0.15,N,7
41,33000,Alugada,6,Empreendimento,A,9400,8.9,0,0.28,N,16
28,50820,Hipotecada,12,Pessoal,B,10000,10.59,1,0.2,N,8
22,29004,Alugada,6,"Pagamento de Débitos",C,6200,15.23,0,0.21,Y,4
23,112976,Hipotecada,2,Medico,A,20000,6.91,0,0.18,N,2
22,22800,Hipotecada,0,"Melhoria do lar",B,7125,11.71,1,0.31,N,3
37,53532,Hipotecada,12,"Pagamento de Débitos",A,4000,5.42,0,0.07,N,11
23,132000,Hipotecada,5,Pessoal,A,15000,6.99,0,0.11,N,2
37,90000,Alugada,21,Empreendimento,A,10000,8.94,0,0.11,N,12
40,75996,Hipotecada,0,Medico,C,3600,12.87,0,0.05,N,11
21,10140,Alugada,NULL,"Melhoria do lar",C,1000,13.43,1,0.1,N,4
42,36000,Alugada,8,Medico,C,13000,12.73,1,0.36,Y,16
23,60480,Alugada,7,Educacao,B,15000,10.83,0,0.25,N,2
24,40040,Alugada,0,Medico,C,7000,13.23,0,0.17,Y,3
25,125000,Hipotecada,9,"Pagamento de Débitos",B,25000,11.49,0,0.2,N,3
27,64000,Alugada,2,"Pagamento de Débitos",C,5000,12.99,0,0.08,N,8
27,82000,Hipotecada,11,Empreendimento,A,4000,7.9,0,0.05,N,10
23,90000,Alugada,4,Pessoal,B,18000,8.88,0,0.2,N,4
28,60675,Hipotecada,6,"Pagamento de Débitos",D,14000,15.62,1,0.23,Y,10
43,39000,Hipotecada,12,Empreendimento,B,8000,9.99,0,0.21,N,16
30,33000,Alugada,2,Empreendimento,B,2000,NULL,0,0.06,N,8
22,35000,Alugada,0,Pessoal,B,3600,11.83,0,0.1,N,3
22,62250,Alugada,3,Pessoal,E,24000,16.45,1,0.39,Y,4
25,66800,Hipotecada,3,"Pagamento de Débitos",A,12000,9.63,1,0.18,N,4
25,175000,Alugada,2,Pessoal,A,25000,8.9,0,0.14,N,2
22,49000,Hipotecada,6,Educacao,A,10000,8,1,0.2,N,2
24,45996,Alugada,2,Empreendimento,C,10800,13.16,0,0.23,N,4
25,50000,Hipotecada,6,"Melhoria do lar",C,11200,14.27,0,0.22,Y,4
32,28600,Alugada,3,Empreendimento,B,6700,10.37,0,0.23,N,9
22,74000,Hipotecada,6,Educacao,A,10000,7.88,0,0.14,N,2
23,120000,Hipotecada,3,Medico,B,30000,11.49,0,0.25,N,4
27,30996,Alugada,4,"Pagamento de Débitos",D,5775,14.91,1,0.19,N,10
22,40000,Alugada,2,Educacao,B,9000,10.59,0,0.23,N,4
29,75000,Propria,3,"Melhoria do lar",A,12000,7.51,0,0.16,N,8
34,70000,Hipotecada,16,Pessoal,A,4000,7.74,0,0.06,N,5
27,34000,Hipotecada,0,Pessoal,C,8000,13.35,0,0.24,N,8
37,45000,Alugada,1,Medico,A,7200,9.63,0,0.16,N,14
25,48000,Alugada,2,Pessoal,B,NULL,11.71,NULL,0.12,N,8
27,56000,Alugada,3,Medico,A,12000,NULL,0,0.21,N,8
28,85000,Hipotecada,6,Empreendimento,A,9075,7.49,0,0.11,N,10
28,25000,Alugada,0,"Pagamento de Débitos",A,3000,5.42,0,0.12,N,6
22,74500,Hipotecada,6,"Pagamento de Débitos",D,7500,13.17,1,0.1,N,2
24,46800,Hipotecada,8,Empreendimento,C,6000,14.22,0,0.13,Y,4
29,72000,Hipotecada,6,Educacao,A,10800,6.99,0,0.15,N,8
46,74000,Hipotecada,18,Empreendimento,C,20000,12.68,0,0.27,Y,16
22,20000,Alugada,NULL,Empreendimento,A,10000,6.62,1,0.5,N,2
23,31200,Alugada,2,Educacao,B,3000,11.89,0,0.1,N,2
24,95000,,NULL,Medico,C,10000,NULL,0,0.2,N,8
23,108000,Hipotecada,7,"Pagamento de Débitos",C,4000,NULL,1,0.04,N,2
29,42000,Propria,13,Medico,A,2500,6.76,0,0.06,N,5
27,27000,Alugada,2,Medico,B,7500,12.69,0,0.28,N,10
23,32000,Alugada,4,,B,1500,8.49,0,NULL,N,7
26,78000,Hipotecada,7,Empreendimento,A,7200,6.62,0,0.09,N,4
26,111000,Alugada,1,"Melhoria do lar",B,7200,12.18,0,0.06,N,3
30,114000,Hipotecada,14,Medico,A,7200,6.03,0,0.06,N,8
27,66000,Alugada,2,Empreendimento,C,14000,12.99,0,0.21,Y,8
23,48000,Alugada,0,Empreendimento,B,10000,9.25,0,0.21,N,3
26,96000,Hipotecada,3,Pessoal,A,10000,5.42,0,0.1,N,3
24,57000,Hipotecada,8,"Melhoria do lar",B,19725,9.99,0,0.35,N,2
27,50000,Alugada,0,Educacao,A,8000,7.9,0,0.16,N,8
23,35000,Alugada,2,Educacao,C,6400,NULL,0,0.18,N,4
36,43680,Hipotecada,0,Empreendimento,C,15000,13.11,0,0.34,Y,17
26,42996,Alugada,10,Medico,B,8500,10.2,0,0.2,N,2
33,25000,Hipotecada,0,"Pagamento de Débitos",C,3000,12.53,0,0.12,Y,10
23,46443,Alugada,7,Educacao,A,6000,7.9,0,0.13,N,4
29,52000,Hipotecada,6,"Melhoria do lar",B,7800,10.36,0,0.15,N,9
25,125000,Hipotecada,9,Pessoal,B,12000,11.11,0,0.1,N,3
24,109500,Hipotecada,3,Educacao,B,3500,10.75,0,0.03,N,3
37,45000,Alugada,NULL,Pessoal,B,5000,10.75,NULL,0.09,N,3
26,104550,Hipotecada,6,Medico,D,15000,15.33,1,0.12,N,3
23,30000,Alugada,1,Medico,B,14000,11.26,1,0.47,N,3
34,80000,Hipotecada,5,Pessoal,A,12000,7.49,0,0.15,N,9
24,71000,Propria,NULL,"Melhoria do lar",A,10000,5.79,0,0.14,N,3
29,30720,Alugada,2,Medico,A,3500,5.99,0,0.11,N,8
38,85000,Hipotecada,4,Pessoal,B,6000,10.99,0,0.07,N,14
27,160000,Hipotecada,12,"Pagamento de Débitos",C,7000,12.23,0,0.04,Y,6
21,39000,Alugada,5,Pessoal,B,9250,9.91,0,0.24,N,4
33,68000,Hipotecada,15,Empreendimento,B,5000,12.18,0,0.07,N,10
35,14400,Alugada,1,"Melhoria do lar",B,3000,NULL,1,0.21,N,7
25,60000,Hipotecada,1,Empreendimento,A,5000,7.29,0,0.08,N,3
22,93000,Alugada,1,"Melhoria do lar",D,3600,16.77,1,0.04,Y,3
29,20000,Propria,0,Empreendimento,A,3000,8,0,0.15,N,5
30,156000,Alugada,5,Medico,B,25000,9.88,0,0.16,N,7
21,121352,Hipotecada,5,"Pagamento de Débitos",C,7750,NULL,0,0.06,N,4
39,30000,Hipotecada,NULL,Educacao,A,10375,8.9,0,0.35,N,13
26,50000,Alugada,10,Pessoal,B,18950,NULL,1,0.38,N,3
25,56000,Alugada,2,"Pagamento de Débitos",B,5000,NULL,0,0.09,N,4
29,83000,Alugada,13,Educacao,B,10000,11.99,0,0.12,N,6
22,69000,Hipotecada,6,Pessoal,C,7800,12.41,0,0.11,Y,3
23,75000,Hipotecada,5,Empreendimento,B,5000,11.12,0,0.07,N,3
29,45204,Alugada,8,Medico,B,4000,11.48,0,0.09,N,7
22,29100,Alugada,2,Empreendimento,D,6250,16.07,1,0.21,N,4
30,80000,Hipotecada,2,Educacao,C,6000,14.17,0,0.07,Y,9
39,36000,Alugada,2,Medico,A,6000,8.49,0,0.17,N,14
28,45996,Alugada,0,Medico,D,11000,14.74,1,0.24,Y,7
40,56472,Alugada,4,Educacao,B,15775,10.59,0,0.28,N,14
25,41496,Alugada,7,Educacao,B,5000,10.83,1,0.12,N,3
40,56448,Alugada,NULL,"Melhoria do lar",F,28000,18.62,1,0.5,N,14
25,55000,Alugada,0,Pessoal,A,10000,5.42,0,0.18,N,4
22,90000,Alugada,5,Pessoal,B,20000,NULL,0,0.22,N,4
23,43236,Propria,1,Empreendimento,C,18000,12.87,0,0.42,N,2
22,25000,Hipotecada,4,Empreendimento,A,1800,8.49,0,0.07,N,2
23,17688,Alugada,0,"Pagamento de Débitos",B,20000,NULL,1,NULL,N,6
22,75000,Alugada,6,Educacao,B,6000,NULL,1,0.08,N,2
23,100000,Hipotecada,7,Pessoal,B,11200,11.49,0,0.11,N,2
23,50400,Propria,7,Educacao,D,7000,15.99,0,0.14,N,2
40,73100,Alugada,0,Medico,D,20000,14.54,1,0.23,Y,11
24,35713,Alugada,1,Medico,C,6150,11.03,0,0.17,Y,3
24,44000,Alugada,0,Pessoal,A,2000,8,1,0.05,N,3
27,54996,Propria,5,Pessoal,C,16400,13.98,0,0.3,N,9
40,82000,Alugada,2,Medico,B,14000,10.37,0,0.17,N,13
28,46000,Hipotecada,12,Educacao,A,6000,8,0,0.13,N,7
24,58000,Hipotecada,3,Educacao,D,11000,16.77,0,0.19,N,4
24,33000,Hipotecada,8,"Melhoria do lar",C,2050,13.49,1,0.06,N,2
31,94140,Alugada,5,Empreendimento,D,12000,14.91,0,0.13,Y,8
25,100000,Propria,4,Medico,C,15000,11.28,0,0.15,N,4
22,30000,Alugada,0,"Pagamento de Débitos",E,6000,19.39,1,0.2,Y,4
26,40000,Propria,0,Medico,B,4300,10.74,0,0.11,N,2
27,24000,Propria,1,Educacao,C,6000,NULL,0,0.25,N,7
24,68000,Alugada,5,Pessoal,D,25000,14.09,1,0.37,Y,3
26,65004,Alugada,7,"Pagamento de Débitos",B,20000,11.99,1,0.31,N,2
26,30000,Alugada,1,Medico,E,NULL,7.51,0,0.17,N,9
26,83004,Alugada,7,Educacao,A,5450,7.9,0,0.07,N,4
23,48500,Hipotecada,8,Pessoal,B,6000,10.25,0,0.12,N,2
36,56900,Hipotecada,16,Medico,G,6200,NULL,1,0.11,N,13
24,38400,Hipotecada,7,Medico,C,15000,15.23,0,0.39,N,2
43,11340,Alugada,4,Educacao,C,1950,NULL,1,0.17,N,11
23,49029,Alugada,1,Medico,A,9000,NULL,1,0.18,N,2
25,46000,Alugada,9,Medico,A,7000,8.49,0,0.15,N,3
26,60000,Hipotecada,7,Educacao,A,16000,7.9,0,0.27,N,2
31,75000,Hipotecada,5,"Melhoria do lar",C,2500,12.99,0,0.03,Y,5
23,76000,Hipotecada,7,Medico,B,3600,10.65,0,0.05,N,3
38,35427,Alugada,3,Pessoal,C,5950,11.72,0,0.17,Y,11
26,110000,Hipotecada,10,"Melhoria do lar",C,23750,12.99,0,0.22,Y,4
25,60000,Hipotecada,3,"Pagamento de Débitos",A,3200,5.42,0,0.05,N,4
28,54000,Hipotecada,9,Educacao,A,10000,8.59,0,0.19,N,8
31,70000,Hipotecada,0,Medico,A,3000,8.9,0,0.04,N,8
21,13200,Alugada,2,"Pagamento de Débitos",A,1875,6.99,0,0.14,N,3
33,105000,Hipotecada,4,"Melhoria do lar",B,26375,9.91,0,0.25,N,9
24,64000,Hipotecada,9,"Pagamento de Débitos",B,10000,NULL,0,0.16,N,4
29,50400,Alugada,6,"Pagamento de Débitos",A,7000,6.17,0,0.14,N,8
23,47148,Hipotecada,3,Medico,A,25000,7.49,1,0.53,N,3
41,57000,Alugada,3,Pessoal,D,1200,15.99,0,0.02,Y,12
23,120000,Alugada,0,Educacao,A,35000,7.9,0,0.29,N,4
29,144000,Hipotecada,11,Medico,B,7000,10.59,0,0.05,N,10
27,170000,Alugada,3,"Pagamento de Débitos",B,12075,12.42,0,0.07,N,9
30,95000,Hipotecada,6,Pessoal,A,4000,5.99,0,0.04,N,9
23,100000,Hipotecada,4,"Pagamento de Débitos",C,10000,13.57,0,0.1,N,3
25,175000,Hipotecada,10,"Melhoria do lar",A,8000,7.9,0,0.05,N,2
24,90000,Hipotecada,0,"Pagamento de Débitos",C,8000,12.99,0,0.09,N,2
27,20000,Alugada,NULL,Medico,D,7000,NULL,1,0.35,N,5
26,42000,Alugada,3,Empreendimento,A,14000,6.92,1,0.33,N,2
25,92700,Hipotecada,5,Empreendimento,C,1500,14.65,0,0.02,Y,2
28,50000,Hipotecada,3,Pessoal,A,3000,NULL,0,0.06,N,10
24,54000,Alugada,0,"Melhoria do lar",D,16000,15.65,1,0.3,N,4
26,130000,Hipotecada,10,Pessoal,D,3000,17.58,0,0.02,Y,3
23,24216,Alugada,1,Educacao,D,3600,16.49,1,0.15,N,3
25,64000,Alugada,8,"Pagamento de Débitos",D,15000,14.42,1,0.23,Y,3
26,120640,Alugada,0,Educacao,C,9600,14.22,0,0.08,N,4
38,48000,Hipotecada,23,Medico,D,9000,15.21,1,0.19,Y,15
27,53321,Alugada,11,Medico,D,9000,15.58,1,0.17,Y,7
26,55000,Alugada,1,"Pagamento de Débitos",A,3200,8.49,0,0.06,N,2
37,25000,Alugada,6,Educacao,B,7500,10.99,0,0.3,N,15
27,60000,Alugada,1,Pessoal,C,10000,13.22,0,0.17,N,7
22,65000,Alugada,3,Educacao,E,13000,NULL,0,0.2,Y,4
30,65000,Alugada,1,Pessoal,B,12000,11.49,0,0.18,N,7
31,50000,Alugada,1,Medico,B,10000,12.69,0,0.2,N,8
24,40000,Hipotecada,1,Medico,B,7500,12.42,0,0.19,N,4
44,124800,Alugada,1,Pessoal,A,10875,7.14,0,0.09,N,14
33,75693,Hipotecada,5,Educacao,B,22000,10.25,0,0.29,N,10
30,21996,Alugada,4,Medico,B,7500,10.37,1,0.34,N,9
27,75000,Alugada,3,Medico,B,4200,10.51,NULL,0.07,,3
33,58000,Alugada,0,"Pagamento de Débitos",B,14400,9.91,0,0.25,N,8
31,77940,Hipotecada,3,"Pagamento de Débitos",B,16250,10.99,0,0.21,N,10
37,30000,Alugada,8,Empreendimento,B,12000,12.42,1,0.4,N,15
25,80000,Hipotecada,5,Pessoal,A,18200,7.9,0,0.23,N,2
21,24000,Alugada,5,Empreendimento,B,2000,11.14,0,0.08,N,4
26,44400,Hipotecada,NULL,Empreendimento,C,6500,14.35,0,0.15,N,2
24,50000,Alugada,1,"Melhoria do lar",A,4000,5.42,0,0.08,N,2
35,86000,Hipotecada,19,Medico,A,20000,6.54,0,0.23,N,10
25,94000,Hipotecada,9,"Melhoria do lar",B,30000,10.65,0,0.32,N,4
40,68000,Alugada,12,"Melhoria do lar",A,7000,7.51,0,0.1,N,11
38,32000,Alugada,0,"Pagamento de Débitos",B,6000,11.36,1,0.19,N,16
25,75000,Hipotecada,NULL,Medico,,5000,9.91,0,0.05,N,9
28,118000,Alugada,7,"Pagamento de Débitos",A,4800,8.9,0,0.04,N,6
22,75000,Alugada,2,Medico,C,20000,NULL,0,0.27,Y,2
22,62654,Hipotecada,4,"Melhoria do lar",D,6000,14.74,1,0.1,N,4
25,72000,Alugada,1,Empreendimento,B,6000,11.86,0,0.08,N,3
35,19200,Alugada,4,Pessoal,A,1200,7.29,1,0.06,N,10
26,108000,Hipotecada,3,Empreendimento,B,9000,10.38,0,0.08,N,4
23,50004,Hipotecada,7,Pessoal,B,16000,11.83,0,0.32,N,2
32,62000,Propria,1,Educacao,B,15000,12.18,0,0.24,N,6
23,48235,Hipotecada,5,Empreendimento,B,20000,12.18,0,0.41,N,2
25,52000,Alugada,NULL,Pessoal,B,24000,10.74,1,0.46,N,2
22,49536,Hipotecada,6,"Pagamento de Débitos",A,5200,6.62,0,0.1,N,2
28,84800,Alugada,4,Empreendimento,B,9000,NULL,0,0.11,N,7
24,39000,Alugada,0,"Pagamento de Débitos",A,3250,8.94,1,0.08,N,2
29,125000,Hipotecada,6,"Melhoria do lar",C,6400,12.87,0,0.05,Y,9
26,24000,Alugada,5,"Pagamento de Débitos",A,6000,6.62,0,0.25,N,4
25,62400,Propria,NULL,Medico,D,15000,17.58,0,0.24,N,4
27,34152,Alugada,5,Medico,C,5000,13.79,0,0.15,N,10
23,74000,Alugada,7,Educacao,A,6000,5.79,0,0.08,N,3
29,78000,Hipotecada,0,Pessoal,B,9600,NULL,0,0.12,N,5
37,60000,Hipotecada,4,"Pagamento de Débitos",C,12000,12.73,0,0.2,N,15
23,65400,Alugada,1,"Pagamento de Débitos",C,10075,13.98,0,0.15,Y,2
32,130000,Hipotecada,3,Educacao,A,28000,8.49,0,0.22,N,7
22,72000,Alugada,4,Pessoal,A,6200,5.99,0,0.09,N,2
28,64000,Hipotecada,4,Pessoal,A,8825,5.99,0,0.14,N,5
47,24000,Hipotecada,4,"Melhoria do lar",D,5100,NULL,0,0.21,Y,16
33,186996,Hipotecada,0,Educacao,D,25000,14.46,0,0.13,Y,8
43,65000,Alugada,2,Medico,B,5000,9.62,0,0.08,N,16
23,71000,Alugada,7,Pessoal,A,11300,7.49,0,0.16,N,3
23,50000,Alugada,0,Empreendimento,C,8000,NULL,0,0.16,N,4
30,54600,Hipotecada,11,Empreendimento,B,2500,9.99,0,0.05,N,7
NULL,72600,Hipotecada,3,Medico,A,6000,12.69,NULL,0.09,N,13
25,49000,Alugada,9,"Melhoria do lar",A,10000,6.62,1,0.2,N,4
25,115200,Hipotecada,1,Empreendimento,A,14000,6.62,0,0.12,N,3
39,60000,Alugada,1,Medico,B,11025,10.59,0,0.18,N,12
29,142000,Propria,14,Pessoal,B,24250,11.48,0,0.17,N,8
22,31000,Alugada,2,Medico,A,1600,9.32,0,0.05,N,3
30,98000,Hipotecada,6,"Melhoria do lar",B,35000,10.59,1,0.36,N,8
23,18000,Alugada,1,Pessoal,C,3250,NULL,1,0.18,Y,4
30,65000,Alugada,3,"Pagamento de Débitos",B,8800,10,0,0.14,N,8
27,27000,Alugada,1,"Pagamento de Débitos",A,5000,7.88,0,0.19,N,8
28,59904,Hipotecada,12,Medico,C,13750,16.7,0,NULL,N,6
27,27000,Propria,1,Empreendimento,A,6000,8,0,0.22,N,6
22,35000,Hipotecada,6,Educacao,A,8000,5.79,0,0.23,N,4
33,64000,Alugada,14,Empreendimento,E,11000,15.68,1,0.17,Y,5
26,44000,Alugada,NULL,"Melhoria do lar",,7500,11.89,1,0.33,N,22
29,46140,Hipotecada,2,"Melhoria do lar",C,4800,14.72,0,0.1,Y,6
31,54000,Alugada,3,"Melhoria do lar",D,9000,12.49,1,0.17,N,7
27,110000,Alugada,6,Educacao,C,16000,15.27,0,0.15,N,8
25,34200,Alugada,1,Educacao,B,4000,NULL,0,0.12,N,2
24,73000,Alugada,5,Medico,C,9600,13.92,0,0.13,Y,3
22,57996,Hipotecada,2,Empreendimento,B,2500,12.53,0,0.04,N,4
25,60000,Alugada,3,Pessoal,A,17000,6.91,0,0.28,N,2
40,14400,Propria,10,"Melhoria do lar",A,8000,7.14,1,0.56,N,12
23,26000,Hipotecada,0,"Melhoria do lar",E,10000,NULL,1,0.38,Y,3
23,56000,Alugada,NULL,Educacao,A,5300,NULL,0,NULL,N,4
27,390000,Hipotecada,11,Pessoal,B,10000,11.26,0,0.03,N,6
29,53000,Alugada,6,"Pagamento de Débitos",C,12000,NULL,0,0.23,N,8
26,54000,Alugada,1,"Melhoria do lar",C,1500,13.98,0,0.03,Y,4
31,66000,Alugada,4,"Pagamento de Débitos",C,6000,14.35,1,0.09,N,5
34,61476,Hipotecada,12,"Melhoria do lar",A,9200,7.74,0,0.15,N,7
31,75000,Alugada,4,Medico,C,4000,13.49,0,0.05,Y,8
36,55000,Alugada,8,Empreendimento,A,7500,8.9,0,0.14,N,13
21,50000,Alugada,2,Educacao,D,18000,14.74,1,0.36,N,2
27,170000,Alugada,3,"Melhoria do lar",B,12075,12.42,0,0.07,N,10
25,90000,Hipotecada,4,Empreendimento,B,10000,10,0,0.11,N,2
